source_run_id,paper_id,point_id,task_id,task_stage,artifact_kind,relative_path,content_hash,status,provenance,note
0004,MF2033k6lC,NP-2,T-1,first_round,planner_stage_meta,docs/experiments/20260916_233840/runs/full/0004/MF2033k6lC/runtime/run-c6633c61871f4aa9b85a08ec3146e42b/stages/0005_plan_research_task/meta.json,ac63a365b2922f1ff3963818597ac61c8aa5d32efaa78c903bcef20b950e69f2,available,original,runtime stage; output is compiled plan
0005,MF2033k6lC,NP-2,T-1,first_round,run_metadata,docs/experiments/20260916_233840/runs/full/0005/run.json,8f3576e40952be667f8a14845e1691440da8b4876dfcde69c2560a479316da50,available,original,historical run identity
0005,MF2033k6lC,NP-2,T-1,first_round,novelty_points,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/novelty-points.json,13f48173487c29235e5ab1582a7b62293f1d6db58d5a93659c5faae7138cb999,available,original,full stored list; NP-2 extracted separately
0005,MF2033k6lC,NP-2,T-1,first_round,retrieval_plans,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/retrieval-plans.json,de69048c3cbe770459cad9cd43d31c9b7f4e0b5a73a857a186a4dff4ee0b8272,available,original,"contains compiled SearchPlan, not raw Draft"
0005,MF2033k6lC,NP-2,T-1,first_round,research_attempt,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/research-runs/NP-2/T-1/attempt-1.json,dc333bcd12a27816d4aabb713023d559d1ec7dc1273c894e2e5518f955169abe,available,original,first round T-1 by task_type and attempt
0005,MF2033k6lC,NP-2,T-1,first_round,candidate_audit,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/candidate-audit.json,dd45516daddc7106dbc0feeba6b4936d5553cc416d05745a292e88e9ccbcad4f,available,original,task filtering required
0005,MF2033k6lC,NP-2,T-1,first_round,runtime_manifest,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/runtime/run-063681ec4a1046b99be3a1ce43f54c77/manifest.json,19279ac3635fd0b7dc5c51152d1ca2e9130429c383e1879ce8fa838af20c71de,available,original,full run not single point
0005,MF2033k6lC,NP-2,T-1,first_round,subject_references,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/subject_references/list.json,bfe89b8f55103669d0aeac0114c2111221495960d7970c791579b10dede6aad1,available,original,initial state timing unverified
0005,MF2033k6lC,NP-2,T-1,first_round,references,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/references/list.json,fca70e962d17ad99555489a800c107e29c962f69754fb1644399eb37e9570fed,available,original,initial state timing unverified
0005,MF2033k6lC,NP-2,T-1,first_round,raw_search_plan_draft,,,missing,original,not present in archived runtime or retrieval plan
0005,MF2033k6lC,NP-2,T-1,first_round,rendered_planner_messages,,,missing,original,LLM calls hold metadata only
0005,MF2033k6lC,NP-2,T-1,first_round,provider_raw_response,,,incomplete,original,search execution results exist; provider wire response not established
0005,MF2033k6lC,NP-2,T-1,first_round,initial_state_snapshot,,,incomplete,original,assets exist but exact pre-task writable state not established
0005,MF2033k6lC,NP-2,T-1,first_round,planner_stage_input,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/runtime/run-063681ec4a1046b99be3a1ce43f54c77/stages/0005_plan_research_task/input.json,3305173b1cc843b011adc2fd499774ef11110bf9f1df4339556d00a47b2a9ed4,available,original,runtime stage; output is compiled plan
0005,MF2033k6lC,NP-2,T-1,first_round,planner_stage_output,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/runtime/run-063681ec4a1046b99be3a1ce43f54c77/stages/0005_plan_research_task/output.json,fb71ffe03b43ad74b23db134686012ad6004f8793386b3d81998a2cb0666eb83,available,original,runtime stage; output is compiled plan
0005,MF2033k6lC,NP-2,T-1,first_round,planner_stage_meta,docs/experiments/20260916_233840/runs/full/0005/MF2033k6lC/runtime/run-063681ec4a1046b99be3a1ce43f54c77/stages/0005_plan_research_task/meta.json,5e01c4a2b397f5c6753ae5b5c2c1fbc8d119e059cf7f04046845b06bd62a56a3,available,original,runtime stage; output is compiled plan
0006,MF2033k6lC,NP-2,T-1,first_round,run_metadata,docs/experiments/20260916_233840/runs/full/0006/run.json,3ddd77fac5b949ef9d7d8c4716d1fa8ae1b1e87e2c96af26221b86198ebe53d5,available,original,historical run identity
0006,MF2033k6lC,NP-2,T-1,first_round,novelty_points,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/novelty-points.json,cfdbe431582f6387d77d83057fa2947ad642664ccefe7c6bd1f7c5665853f09d,available,original,full stored list; NP-2 extracted separately
0006,MF2033k6lC,NP-2,T-1,first_round,retrieval_plans,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/retrieval-plans.json,e4283929f3bc6604791b5e4075c7fcd33205a4e00086d2aab9fa622235552e38,available,original,"contains compiled SearchPlan, not raw Draft"
0006,MF2033k6lC,NP-2,T-1,first_round,research_attempt,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/research-runs/NP-2/T-1/attempt-1.json,45412881eefaec80e54269d2dc4362b27bb65545645029da7b1855d78d041ef7,available,original,first round T-1 by task_type and attempt
0006,MF2033k6lC,NP-2,T-1,first_round,candidate_audit,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/candidate-audit.json,189de31418a90614a1d03fc0c5a8c8b9eab3fb31bda96a4c611dd0f0d557b423,available,original,task filtering required
0006,MF2033k6lC,NP-2,T-1,first_round,runtime_manifest,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/runtime/run-35ba784d006c4137aa1c7adf065d9f1a/manifest.json,083487fbc089a116f968a86dc26f47503268d0b99119db8bedbf998c3e1561ee,available,original,full run not single point
0006,MF2033k6lC,NP-2,T-1,first_round,subject_references,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/subject_references/list.json,bfe89b8f55103669d0aeac0114c2111221495960d7970c791579b10dede6aad1,available,original,initial state timing unverified
0006,MF2033k6lC,NP-2,T-1,first_round,references,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/references/list.json,554e662730ec8475be1b9e06686808e808b931c783f91b2b6c98683985200ef0,available,original,initial state timing unverified
0006,MF2033k6lC,NP-2,T-1,first_round,raw_search_plan_draft,,,missing,original,not present in archived runtime or retrieval plan
0006,MF2033k6lC,NP-2,T-1,first_round,rendered_planner_messages,,,missing,original,LLM calls hold metadata only
0006,MF2033k6lC,NP-2,T-1,first_round,provider_raw_response,,,incomplete,original,search execution results exist; provider wire response not established
0006,MF2033k6lC,NP-2,T-1,first_round,initial_state_snapshot,,,incomplete,original,assets exist but exact pre-task writable state not established
0006,MF2033k6lC,NP-2,T-1,first_round,planner_stage_input,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/runtime/run-35ba784d006c4137aa1c7adf065d9f1a/stages/0005_plan_research_task/input.json,766850e3c36a2474e3e0fd3fc071a91f7b7293fd2a9db0614df178e7dd077b09,available,original,runtime stage; output is compiled plan
0006,MF2033k6lC,NP-2,T-1,first_round,planner_stage_output,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/runtime/run-35ba784d006c4137aa1c7adf065d9f1a/stages/0005_plan_research_task/output.json,13bc3a8d9d5272a96090f699d7facd1197719239ca09852da4b5644a01a07fc2,available,original,runtime stage; output is compiled plan
0006,MF2033k6lC,NP-2,T-1,first_round,planner_stage_meta,docs/experiments/20260916_233840/runs/full/0006/MF2033k6lC/runtime/run-35ba784d006c4137aa1c7adf065d9f1a/stages/0005_plan_research_task/meta.json,8b2504d1cb695c4b4dabdb663370ef8b56fffac98ba0824578cf114dcf3a56e4,available,original,runtime stage; output is compiled plan
